"Pin
References : ['Eff']
Dependency : [?]
Num. Points : [?]
Matrix Size : ?
Type : ?","Eff
References : []
Dependency : [Pin]
Num. Points : [6001]
Matrix Size : scalar
Type : Real"
-7.9,0.003
-7.89,0.003
-7.88,0.003
-7.87,0.003
-7.86,0.003
-7.85,0.003
-7.84,0.003
-7.83,0.003
-7.82,0.003
-7.81,0.003
-7.8,0.003
-7.79,0.003
-7.78,0.003
-7.77,0.003
-7.76,0.003
-7.75,0.003
-7.74,0.003
-7.73,0.003
-7.72,0.003
-7.71,0.003
-7.7,0.003
-7.69,0.003
-7.68,0.003
-7.67,0.003
-7.66,0.003
-7.65,0.003
-7.64,0.003
-7.63,0.003
-7.62,0.003
-7.61,0.003
-7.6,0.004
-7.59,0.004
-7.58,0.004
-7.57,0.004
-7.56,0.004
-7.55,0.004
-7.54,0.004
-7.53,0.004
-7.52,0.004
-7.51,0.004
-7.5,0.004
-7.49,0.004
-7.48,0.004
-7.47,0.004
-7.46,0.004
-7.45,0.004
-7.44,0.004
-7.43,0.004
-7.42,0.004
-7.41,0.004
-7.4,0.004
-7.39,0.004
-7.38,0.004
-7.37,0.004
-7.36,0.004
-7.35,0.004
-7.34,0.004
-7.33,0.004
-7.32,0.004
-7.31,0.004
-7.3,0.004
-7.29,0.004
-7.28,0.004
-7.27,0.004
-7.26,0.004
-7.25,0.004
-7.24,0.004
-7.23,0.005
-7.22,0.005
-7.21,0.005
-7.2,0.005
-7.19,0.005
-7.18,0.005
-7.17,0.005
-7.16,0.005
-7.15,0.005
-7.14,0.005
-7.13,0.005
-7.12,0.005
-7.11,0.005
-7.1,0.005
-7.09,0.005
-7.08,0.005
-7.07,0.005
-7.06,0.005
-7.05,0.005
-7.04,0.005
-7.03,0.005
-7.02,0.005
-7.01,0.005
-7,0.005
-6.99,0.005
-6.98,0.005
-6.97,0.005
-6.96,0.005
-6.95,0.005
-6.94,0.005
-6.93,0.005
-6.92,0.006
-6.91,0.006
-6.9,0.006
-6.89,0.006
-6.88,0.006
-6.87,0.006
-6.86,0.006
-6.85,0.006
-6.84,0.006
-6.83,0.006
-6.82,0.006
-6.81,0.006
-6.8,0.006
-6.79,0.006
-6.78,0.006
-6.77,0.006
-6.76,0.006
-6.75,0.006
-6.74,0.006
-6.73,0.006
-6.72,0.006
-6.71,0.006
-6.7,0.006
-6.69,0.006
-6.68,0.006
-6.67,0.006
-6.66,0.007
-6.65,0.007
-6.64,0.007
-6.63,0.007
-6.62,0.007
-6.61,0.007
-6.6,0.007
-6.59,0.007
-6.58,0.007
-6.57,0.007
-6.56,0.007
-6.55,0.007
-6.54,0.007
-6.53,0.007
-6.52,0.007
-6.51,0.007
-6.5,0.007
-6.49,0.007
-6.48,0.007
-6.47,0.007
-6.46,0.007
-6.45,0.007
-6.44,0.007
-6.43,0.007
-6.42,0.008
-6.41,0.008
-6.4,0.008
-6.39,0.008
-6.38,0.008
-6.37,0.008
-6.36,0.008
-6.35,0.008
-6.34,0.008
-6.33,0.008
-6.32,0.008
-6.31,0.008
-6.3,0.008
-6.29,0.008
-6.28,0.008
-6.27,0.008
-6.26,0.008
-6.25,0.008
-6.24,0.008
-6.23,0.008
-6.22,0.008
-6.21,0.009
-6.2,0.009
-6.19,0.009
-6.18,0.009
-6.17,0.009
-6.16,0.009
-6.15,0.009
-6.14,0.009
-6.13,0.009
-6.12,0.009
-6.11,0.009
-6.1,0.009
-6.09,0.009
-6.08,0.009
-6.07,0.009
-6.06,0.009
-6.05,0.009
-6.04,0.009
-6.03,0.009
-6.02,0.01
-6.01,0.01
-6,0.01
-5.99,0.01
-5.98,0.01
-5.97,0.01
-5.96,0.01
-5.95,0.01
-5.94,0.01
-5.93,0.01
-5.92,0.01
-5.91,0.01
-5.9,0.01
-5.89,0.01
-5.88,0.01
-5.87,0.01
-5.86,0.01
-5.85,0.01
-5.84,0.011
-5.83,0.011
-5.82,0.011
-5.81,0.011
-5.8,0.011
-5.79,0.011
-5.78,0.011
-5.77,0.011
-5.76,0.011
-5.75,0.011
-5.74,0.011
-5.73,0.011
-5.72,0.011
-5.71,0.011
-5.7,0.011
-5.69,0.011
-5.68,0.011
-5.67,0.012
-5.66,0.012
-5.65,0.012
-5.64,0.012
-5.63,0.012
-5.62,0.012
-5.61,0.012
-5.6,0.012
-5.59,0.012
-5.58,0.012
-5.57,0.012
-5.56,0.012
-5.55,0.012
-5.54,0.012
-5.53,0.012
-5.52,0.013
-5.51,0.013
-5.5,0.013
-5.49,0.013
-5.48,0.013
-5.47,0.013
-5.46,0.013
-5.45,0.013
-5.44,0.013
-5.43,0.013
-5.42,0.013
-5.41,0.013
-5.4,0.013
-5.39,0.013
-5.38,0.013
-5.37,0.014
-5.36,0.014
-5.35,0.014
-5.34,0.014
-5.33,0.014
-5.32,0.014
-5.31,0.014
-5.3,0.014
-5.29,0.014
-5.28,0.014
-5.27,0.014
-5.26,0.014
-5.25,0.014
-5.24,0.014
-5.23,0.015
-5.22,0.015
-5.21,0.015
-5.2,0.015
-5.19,0.015
-5.18,0.015
-5.17,0.015
-5.16,0.015
-5.15,0.015
-5.14,0.015
-5.13,0.015
-5.12,0.015
-5.11,0.015
-5.1,0.016
-5.09,0.016
-5.08,0.016
-5.07,0.016
-5.06,0.016
-5.05,0.016
-5.04,0.016
-5.03,0.016
-5.02,0.016
-5.01,0.016
-5,0.016
-4.99,0.016
-4.98,0.016
-4.97,0.017
-4.96,0.017
-4.95,0.017
-4.94,0.017
-4.93,0.017
-4.92,0.017
-4.91,0.017
-4.9,0.017
-4.89,0.017
-4.88,0.017
-4.87,0.017
-4.86,0.017
-4.85,0.018
-4.84,0.018
-4.83,0.018
-4.82,0.018
-4.81,0.018
-4.8,0.018
-4.79,0.018
-4.78,0.018
-4.77,0.018
-4.76,0.018
-4.75,0.018
-4.74,0.018
-4.73,0.019
-4.72,0.019
-4.71,0.019
-4.7,0.019
-4.69,0.019
-4.68,0.019
-4.67,0.019
-4.66,0.019
-4.65,0.019
-4.64,0.019
-4.63,0.019
-4.62,0.02
-4.61,0.02
-4.6,0.02
-4.59,0.02
-4.58,0.02
-4.57,0.02
-4.56,0.02
-4.55,0.02
-4.54,0.02
-4.53,0.02
-4.52,0.02
-4.51,0.021
-4.5,0.021
-4.49,0.021
-4.48,0.021
-4.47,0.021
-4.46,0.021
-4.45,0.021
-4.44,0.021
-4.43,0.021
-4.42,0.021
-4.41,0.021
-4.4,0.022
-4.39,0.022
-4.38,0.022
-4.37,0.022
-4.36,0.022
-4.35,0.022
-4.34,0.022
-4.33,0.022
-4.32,0.022
-4.31,0.022
-4.3,0.023
-4.29,0.023
-4.28,0.023
-4.27,0.023
-4.26,0.023
-4.25,0.023
-4.24,0.023
-4.23,0.023
-4.22,0.023
-4.21,0.023
-4.2,0.024
-4.19,0.024
-4.18,0.024
-4.17,0.024
-4.16,0.024
-4.15,0.024
-4.14,0.024
-4.13,0.024
-4.12,0.024
-4.11,0.024
-4.1,0.025
-4.09,0.025
-4.08,0.025
-4.07,0.025
-4.06,0.025
-4.05,0.025
-4.04,0.025
-4.03,0.025
-4.02,0.025
-4.01,0.026
-4,0.026
-3.99,0.026
-3.98,0.026
-3.97,0.026
-3.96,0.026
-3.95,0.026
-3.94,0.026
-3.93,0.026
-3.92,0.026
-3.91,0.027
-3.9,0.027
-3.89,0.027
-3.88,0.027
-3.87,0.027
-3.86,0.027
-3.85,0.027
-3.84,0.027
-3.83,0.027
-3.82,0.028
-3.81,0.028
-3.8,0.028
-3.79,0.028
-3.78,0.028
-3.77,0.028
-3.76,0.028
-3.75,0.028
-3.74,0.028
-3.73,0.029
-3.72,0.029
-3.71,0.029
-3.7,0.029
-3.69,0.029
-3.68,0.029
-3.67,0.029
-3.66,0.029
-3.65,0.03
-3.64,0.03
-3.63,0.03
-3.62,0.03
-3.61,0.03
-3.6,0.03
-3.59,0.03
-3.58,0.03
-3.57,0.03
-3.56,0.031
-3.55,0.031
-3.54,0.031
-3.53,0.031
-3.52,0.031
-3.51,0.031
-3.5,0.031
-3.49,0.031
-3.48,0.032
-3.47,0.032
-3.46,0.032
-3.45,0.032
-3.44,0.032
-3.43,0.032
-3.42,0.032
-3.41,0.032
-3.4,0.033
-3.39,0.033
-3.38,0.033
-3.37,0.033
-3.36,0.033
-3.35,0.033
-3.34,0.033
-3.33,0.033
-3.32,0.034
-3.31,0.034
-3.3,0.034
-3.29,0.034
-3.28,0.034
-3.27,0.034
-3.26,0.034
-3.25,0.034
-3.24,0.035
-3.23,0.035
-3.22,0.035
-3.21,0.035
-3.2,0.035
-3.19,0.035
-3.18,0.035
-3.17,0.035
-3.16,0.036
-3.15,0.036
-3.14,0.036
-3.13,0.036
-3.12,0.036
-3.11,0.036
-3.1,0.036
-3.09,0.037
-3.08,0.037
-3.07,0.037
-3.06,0.037
-3.05,0.037
-3.04,0.037
-3.03,0.037
-3.02,0.037
-3.01,0.038
-3,0.038
-2.99,0.038
-2.98,0.038
-2.97,0.038
-2.96,0.038
-2.95,0.038
-2.94,0.039
-2.93,0.039
-2.92,0.039
-2.91,0.039
-2.9,0.039
-2.89,0.039
-2.88,0.039
-2.87,0.04
-2.86,0.04
-2.85,0.04
-2.84,0.04
-2.83,0.04
-2.82,0.04
-2.81,0.04
-2.8,0.041
-2.79,0.041
-2.78,0.041
-2.77,0.041
-2.76,0.041
-2.75,0.041
-2.74,0.041
-2.73,0.042
-2.72,0.042
-2.71,0.042
-2.7,0.042
-2.69,0.042
-2.68,0.042
-2.67,0.042
-2.66,0.043
-2.65,0.043
-2.64,0.043
-2.63,0.043
-2.62,0.043
-2.61,0.043
-2.6,0.043
-2.59,0.044
-2.58,0.044
-2.57,0.044
-2.56,0.044
-2.55,0.044
-2.54,0.044
-2.53,0.044
-2.52,0.045
-2.51,0.045
-2.5,0.045
-2.49,0.045
-2.48,0.045
-2.47,0.045
-2.46,0.046
-2.45,0.046
-2.44,0.046
-2.43,0.046
-2.42,0.046
-2.41,0.046
-2.4,0.046
-2.39,0.047
-2.38,0.047
-2.37,0.047
-2.36,0.047
-2.35,0.047
-2.34,0.047
-2.33,0.048
-2.32,0.048
-2.31,0.048
-2.3,0.048
-2.29,0.048
-2.28,0.048
-2.27,0.048
-2.26,0.049
-2.25,0.049
-2.24,0.049
-2.23,0.049
-2.22,0.049
-2.21,0.049
-2.2,0.05
-2.19,0.05
-2.18,0.05
-2.17,0.05
-2.16,0.05
-2.15,0.05
-2.14,0.051
-2.13,0.051
-2.12,0.051
-2.11,0.051
-2.1,0.051
-2.09,0.051
-2.08,0.052
-2.07,0.052
-2.06,0.052
-2.05,0.052
-2.04,0.052
-2.03,0.052
-2.02,0.053
-2.01,0.053
-2,0.053
-1.99,0.053
-1.98,0.053
-1.97,0.053
-1.96,0.054
-1.95,0.054
-1.94,0.054
-1.93,0.054
-1.92,0.054
-1.91,0.054
-1.9,0.055
-1.89,0.055
-1.88,0.055
-1.87,0.055
-1.86,0.055
-1.85,0.055
-1.84,0.056
-1.83,0.056
-1.82,0.056
-1.81,0.056
-1.8,0.056
-1.79,0.056
-1.78,0.057
-1.77,0.057
-1.76,0.057
-1.75,0.057
-1.74,0.057
-1.73,0.057
-1.72,0.058
-1.71,0.058
-1.7,0.058
-1.69,0.058
-1.68,0.058
-1.67,0.059
-1.66,0.059
-1.65,0.059
-1.64,0.059
-1.63,0.059
-1.62,0.059
-1.61,0.06
-1.6,0.06
-1.59,0.06
-1.58,0.06
-1.57,0.06
-1.56,0.06
-1.55,0.061
-1.54,0.061
-1.53,0.061
-1.52,0.061
-1.51,0.061
-1.5,0.062
-1.49,0.062
-1.48,0.062
-1.47,0.062
-1.46,0.062
-1.45,0.062
-1.44,0.063
-1.43,0.063
-1.42,0.063
-1.41,0.063
-1.4,0.063
-1.39,0.064
-1.38,0.064
-1.37,0.064
-1.36,0.064
-1.35,0.064
-1.34,0.065
-1.33,0.065
-1.32,0.065
-1.31,0.065
-1.3,0.065
-1.29,0.065
-1.28,0.066
-1.27,0.066
-1.26,0.066
-1.25,0.066
-1.24,0.066
-1.23,0.067
-1.22,0.067
-1.21,0.067
-1.2,0.067
-1.19,0.067
-1.18,0.068
-1.17,0.068
-1.16,0.068
-1.15,0.068
-1.14,0.068
-1.13,0.069
-1.12,0.069
-1.11,0.069
-1.1,0.069
-1.09,0.069
-1.08,0.069
-1.07,0.07
-1.06,0.07
-1.05,0.07
-1.04,0.07
-1.03,0.07
-1.02,0.071
-1.01,0.071
-1,0.071
-0.99,0.071
-0.98,0.071
-0.97,0.072
-0.96,0.072
-0.95,0.072
-0.94,0.072
-0.93,0.072
-0.92,0.073
-0.91,0.073
-0.9,0.073
-0.89,0.073
-0.88,0.073
-0.87,0.074
-0.86,0.074
-0.85,0.074
-0.84,0.074
-0.83,0.074
-0.82,0.075
-0.81,0.075
-0.8,0.075
-0.79,0.075
-0.78,0.075
-0.77,0.076
-0.76,0.076
-0.75,0.076
-0.74,0.076
-0.73,0.077
-0.72,0.077
-0.71,0.077
-0.7,0.077
-0.69,0.077
-0.68,0.078
-0.67,0.078
-0.66,0.078
-0.65,0.078
-0.64,0.078
-0.63,0.079
-0.62,0.079
-0.61,0.079
-0.6,0.079
-0.59,0.079
-0.58,0.08
-0.57,0.08
-0.56,0.08
-0.55,0.08
-0.54,0.08
-0.53,0.081
-0.52,0.081
-0.51,0.081
-0.5,0.081
-0.49,0.082
-0.48,0.082
-0.47,0.082
-0.46,0.082
-0.45,0.082
-0.44,0.083
-0.43,0.083
-0.42,0.083
-0.41,0.083
-0.4,0.084
-0.39,0.084
-0.38,0.084
-0.37,0.084
-0.36,0.084
-0.35,0.085
-0.34,0.085
-0.33,0.085
-0.32,0.085
-0.31,0.085
-0.3,0.086
-0.29,0.086
-0.28,0.086
-0.27,0.086
-0.26,0.087
-0.25,0.087
-0.24,0.087
-0.23,0.087
-0.22,0.087
-0.21,0.088
-0.2,0.088
-0.19,0.088
-0.18,0.088
-0.17,0.089
-0.16,0.089
-0.15,0.089
-0.14,0.089
-0.13,0.089
-0.12,0.09
-0.11,0.09
-0.1,0.09
-0.09,0.09
-0.08,0.091
-0.07,0.091
-0.06,0.091
-0.05,0.091
-0.04,0.092
-0.03,0.092
-0.02,0.092
-0.01,0.092
3.27E-13,0.092
0.01,0.093
0.02,0.093
0.03,0.093
0.04,0.093
0.05,0.094
0.06,0.094
0.07,0.094
0.08,0.094
0.09,0.095
0.1,0.095
0.11,0.095
0.12,0.095
0.13,0.095
0.14,0.096
0.15,0.096
0.16,0.096
0.17,0.096
0.18,0.097
0.19,0.097
0.2,0.097
0.21,0.097
0.22,0.098
0.23,0.098
0.24,0.098
0.25,0.098
0.26,0.099
0.27,0.099
0.28,0.099
0.29,0.099
0.3,0.1
0.31,0.1
0.32,0.1
0.33,0.1
0.34,0.101
0.35,0.101
0.36,0.101
0.37,0.101
0.38,0.101
0.39,0.102
0.4,0.102
0.41,0.102
0.42,0.102
0.43,0.103
0.44,0.103
0.45,0.103
0.46,0.103
0.47,0.104
0.48,0.104
0.49,0.104
0.5,0.104
0.51,0.105
0.52,0.105
0.53,0.105
0.54,0.105
0.55,0.106
0.56,0.106
0.57,0.106
0.58,0.106
0.59,0.107
0.6,0.107
0.61,0.107
0.62,0.107
0.63,0.108
0.64,0.108
0.65,0.108
0.66,0.108
0.67,0.109
0.68,0.109
0.69,0.109
0.7,0.11
0.71,0.11
0.72,0.11
0.73,0.11
0.74,0.111
0.75,0.111
0.76,0.111
0.77,0.111
0.78,0.112
0.79,0.112
0.8,0.112
0.81,0.112
0.82,0.113
0.83,0.113
0.84,0.113
0.85,0.113
0.86,0.114
0.87,0.114
0.88,0.114
0.89,0.114
0.9,0.115
0.91,0.115
0.92,0.115
0.93,0.115
0.94,0.116
0.95,0.116
0.96,0.116
0.97,0.117
0.98,0.117
0.99,0.117
1,0.117
1.01,0.118
1.02,0.118
1.03,0.118
1.04,0.118
1.05,0.119
1.06,0.119
1.07,0.119
1.08,0.12
1.09,0.12
1.1,0.12
1.11,0.12
1.12,0.121
1.13,0.121
1.14,0.121
1.15,0.121
1.16,0.122
1.17,0.122
1.18,0.122
1.19,0.123
1.2,0.123
1.21,0.123
1.22,0.123
1.23,0.124
1.24,0.124
1.25,0.124
1.26,0.124
1.27,0.125
1.28,0.125
1.29,0.125
1.3,0.126
1.31,0.126
1.32,0.126
1.33,0.126
1.34,0.127
1.35,0.127
1.36,0.127
1.37,0.128
1.38,0.128
1.39,0.128
1.4,0.128
1.41,0.129
1.42,0.129
1.43,0.129
1.44,0.13
1.45,0.13
1.46,0.13
1.47,0.13
1.48,0.131
1.49,0.131
1.5,0.131
1.51,0.132
1.52,0.132
1.53,0.132
1.54,0.132
1.55,0.133
1.56,0.133
1.57,0.133
1.58,0.134
1.59,0.134
1.6,0.134
1.61,0.134
1.62,0.135
1.63,0.135
1.64,0.135
1.65,0.136
1.66,0.136
1.67,0.136
1.68,0.136
1.69,0.137
1.7,0.137
1.71,0.137
1.72,0.138
1.73,0.138
1.74,0.138
1.75,0.139
1.76,0.139
1.77,0.139
1.78,0.139
1.79,0.14
1.8,0.14
1.81,0.14
1.82,0.141
1.83,0.141
1.84,0.141
1.85,0.141
1.86,0.142
1.87,0.142
1.88,0.142
1.89,0.143
1.9,0.143
1.91,0.143
1.92,0.144
1.93,0.144
1.94,0.144
1.95,0.145
1.96,0.145
1.97,0.145
1.98,0.145
1.99,0.146
2,0.146
2.01,0.146
2.02,0.147
2.03,0.147
2.04,0.147
2.05,0.148
2.06,0.148
2.07,0.148
2.08,0.148
2.09,0.149
2.1,0.149
2.11,0.149
2.12,0.15
2.13,0.15
2.14,0.15
2.15,0.151
2.16,0.151
2.17,0.151
2.18,0.152
2.19,0.152
2.2,0.152
2.21,0.153
2.22,0.153
2.23,0.153
2.24,0.153
2.25,0.154
2.26,0.154
2.27,0.154
2.28,0.155
2.29,0.155
2.3,0.155
2.31,0.156
2.32,0.156
2.33,0.156
2.34,0.157
2.35,0.157
2.36,0.157
2.37,0.158
2.38,0.158
2.39,0.158
2.4,0.159
2.41,0.159
2.42,0.159
2.43,0.159
2.44,0.16
2.45,0.16
2.46,0.16
2.47,0.161
2.48,0.161
2.49,0.161
2.5,0.162
2.51,0.162
2.52,0.162
2.53,0.163
2.54,0.163
2.55,0.163
2.56,0.164
2.57,0.164
2.58,0.164
2.59,0.165
2.6,0.165
2.61,0.165
2.62,0.166
2.63,0.166
2.64,0.166
2.65,0.167
2.66,0.167
2.67,0.167
2.68,0.168
2.69,0.168
2.7,0.168
2.71,0.169
2.72,0.169
2.73,0.169
2.74,0.17
2.75,0.17
2.76,0.17
2.77,0.17
2.78,0.171
2.79,0.171
2.8,0.171
2.81,0.172
2.82,0.172
2.83,0.172
2.84,0.173
2.85,0.173
2.86,0.173
2.87,0.174
2.88,0.174
2.89,0.174
2.9,0.175
2.91,0.175
2.92,0.175
2.93,0.176
2.94,0.176
2.95,0.176
2.96,0.177
2.97,0.177
2.98,0.177
2.99,0.178
3,0.178
3.01,0.178
3.02,0.179
3.03,0.179
3.04,0.179
3.05,0.18
3.06,0.18
3.07,0.18
3.08,0.181
3.09,0.181
3.1,0.181
3.11,0.182
3.12,0.182
3.13,0.182
3.14,0.183
3.15,0.183
3.16,0.183
3.17,0.184
3.18,0.184
3.19,0.184
3.2,0.185
3.21,0.185
3.22,0.185
3.23,0.186
3.24,0.186
3.25,0.186
3.26,0.187
3.27,0.187
3.28,0.187
3.29,0.188
3.3,0.188
3.31,0.188
3.32,0.189
3.33,0.189
3.34,0.189
3.35,0.19
3.36,0.19
3.37,0.19
3.38,0.191
3.39,0.191
3.4,0.191
3.41,0.192
3.42,0.192
3.43,0.192
3.44,0.193
3.45,0.193
3.46,0.193
3.47,0.194
3.48,0.194
3.49,0.194
3.5,0.195
3.51,0.195
3.52,0.195
3.53,0.196
3.54,0.196
3.55,0.196
3.56,0.197
3.57,0.197
3.58,0.197
3.59,0.198
3.6,0.198
3.61,0.198
3.62,0.199
3.63,0.199
3.64,0.199
3.65,0.2
3.66,0.2
3.67,0.2
3.68,0.201
3.69,0.201
3.7,0.201
3.71,0.202
3.72,0.202
3.73,0.202
3.74,0.203
3.75,0.203
3.76,0.203
3.77,0.204
3.78,0.204
3.79,0.205
3.8,0.205
3.81,0.205
3.82,0.206
3.83,0.206
3.84,0.206
3.85,0.207
3.86,0.207
3.87,0.207
3.88,0.208
3.89,0.208
3.9,0.208
3.91,0.209
3.92,0.209
3.93,0.209
3.94,0.21
3.95,0.21
3.96,0.21
3.97,0.211
3.98,0.211
3.99,0.211
4,0.212
4.01,0.212
4.02,0.213
4.03,0.213
4.04,0.213
4.05,0.214
4.06,0.214
4.07,0.214
4.08,0.215
4.09,0.215
4.1,0.215
4.11,0.216
4.12,0.216
4.13,0.216
4.14,0.217
4.15,0.217
4.16,0.218
4.17,0.218
4.18,0.218
4.19,0.219
4.2,0.219
4.21,0.219
4.22,0.22
4.23,0.22
4.24,0.22
4.25,0.221
4.26,0.221
4.27,0.222
4.28,0.222
4.29,0.222
4.3,0.223
4.31,0.223
4.32,0.223
4.33,0.224
4.34,0.224
4.35,0.225
4.36,0.225
4.37,0.225
4.38,0.226
4.39,0.226
4.4,0.226
4.41,0.227
4.42,0.227
4.43,0.228
4.44,0.228
4.45,0.228
4.46,0.229
4.47,0.229
4.48,0.23
4.49,0.23
4.5,0.23
4.51,0.231
4.52,0.231
4.53,0.232
4.54,0.232
4.55,0.232
4.56,0.233
4.57,0.233
4.58,0.234
4.59,0.234
4.6,0.234
4.61,0.235
4.62,0.235
4.63,0.236
4.64,0.236
4.65,0.236
4.66,0.237
4.67,0.237
4.68,0.238
4.69,0.238
4.7,0.238
4.71,0.239
4.72,0.239
4.73,0.24
4.74,0.24
4.75,0.24
4.76,0.241
4.77,0.241
4.78,0.242
4.79,0.242
4.8,0.242
4.81,0.243
4.82,0.243
4.83,0.244
4.84,0.244
4.85,0.244
4.86,0.245
4.87,0.245
4.88,0.246
4.89,0.246
4.9,0.246
4.91,0.247
4.92,0.247
4.93,0.248
4.94,0.248
4.95,0.248
4.96,0.249
4.97,0.249
4.98,0.25
4.99,0.25
5,0.25
5.01,0.251
5.02,0.251
5.03,0.251
5.04,0.252
5.05,0.252
5.06,0.253
5.07,0.253
5.08,0.253
5.09,0.254
5.1,0.254
5.11,0.255
5.12,0.255
5.13,0.255
5.14,0.256
5.15,0.256
5.16,0.256
5.17,0.257
5.18,0.257
5.19,0.257
5.2,0.258
5.21,0.258
5.22,0.259
5.23,0.259
5.24,0.259
5.25,0.26
5.26,0.26
5.27,0.26
5.28,0.261
5.29,0.261
5.3,0.261
5.31,0.262
5.32,0.262
5.33,0.262
5.34,0.263
5.35,0.263
5.36,0.263
5.37,0.264
5.38,0.264
5.39,0.264
5.4,0.265
5.41,0.265
5.42,0.265
5.43,0.266
5.44,0.266
5.45,0.266
5.46,0.267
5.47,0.267
5.48,0.267
5.49,0.267
5.5,0.268
5.51,0.268
5.52,0.268
5.53,0.269
5.54,0.269
5.55,0.269
5.56,0.27
5.57,0.27
5.58,0.27
5.59,0.27
5.6,0.271
5.61,0.271
5.62,0.271
5.63,0.272
5.64,0.272
5.65,0.272
5.66,0.272
5.67,0.273
5.68,0.273
5.69,0.273
5.7,0.273
5.71,0.274
5.72,0.274
5.73,0.274
5.74,0.274
5.75,0.275
5.76,0.275
5.77,0.275
5.78,0.275
5.79,0.276
5.8,0.276
5.81,0.276
5.82,0.276
5.83,0.277
5.84,0.277
5.85,0.277
5.86,0.277
5.87,0.278
5.88,0.278
5.89,0.278
5.9,0.278
5.91,0.279
5.92,0.279
5.93,0.279
5.94,0.279
5.95,0.28
5.96,0.28
5.97,0.28
5.98,0.28
5.99,0.28
6,0.281
6.01,0.281
6.02,0.281
6.03,0.281
6.04,0.282
6.05,0.282
6.06,0.282
6.07,0.282
6.08,0.282
6.09,0.283
6.1,0.283
6.11,0.283
6.12,0.283
6.13,0.284
6.14,0.284
6.15,0.284
6.16,0.284
6.17,0.284
6.18,0.285
6.19,0.285
6.2,0.285
6.21,0.285
6.22,0.285
6.23,0.286
6.24,0.286
6.25,0.286
6.26,0.286
6.27,0.287
6.28,0.287
6.29,0.287
6.3,0.287
6.31,0.287
6.32,0.288
6.33,0.288
6.34,0.288
6.35,0.288
6.36,0.289
6.37,0.289
6.38,0.289
6.39,0.289
6.4,0.289
6.41,0.29
6.42,0.29
6.43,0.29
6.44,0.29
6.45,0.291
6.46,0.291
6.47,0.291
6.48,0.291
6.49,0.291
6.5,0.292
6.51,0.292
6.52,0.292
6.53,0.292
6.54,0.293
6.55,0.293
6.56,0.293
6.57,0.293
6.58,0.294
6.59,0.294
6.6,0.294
6.61,0.294
6.62,0.295
6.63,0.295
6.64,0.295
6.65,0.295
6.66,0.296
6.67,0.296
6.68,0.296
6.69,0.296
6.7,0.297
6.71,0.297
6.72,0.297
6.73,0.297
6.74,0.298
6.75,0.298
6.76,0.298
6.77,0.298
6.78,0.299
6.79,0.299
6.8,0.299
6.81,0.3
6.82,0.3
6.83,0.3
6.84,0.3
6.85,0.301
6.86,0.301
6.87,0.301
6.88,0.302
6.89,0.302
6.9,0.302
6.91,0.302
6.92,0.303
6.93,0.303
6.94,0.303
6.95,0.304
6.96,0.304
6.97,0.304
6.98,0.305
6.99,0.305
7,0.305
7.01,0.306
7.02,0.306
7.03,0.306
7.04,0.307
7.05,0.307
7.06,0.307
7.07,0.308
7.08,0.308
7.09,0.308
7.1,0.309
7.11,0.309
7.12,0.309
7.13,0.31
7.14,0.31
7.15,0.31
7.16,0.311
7.17,0.311
7.18,0.312
7.19,0.312
7.2,0.312
7.21,0.313
7.22,0.313
7.23,0.313
7.24,0.314
7.25,0.314
7.26,0.314
7.27,0.315
7.28,0.315
7.29,0.315
7.3,0.316
7.31,0.316
7.32,0.317
7.33,0.317
7.34,0.317
7.35,0.318
7.36,0.318
7.37,0.318
7.38,0.319
7.39,0.319
7.4,0.319
7.41,0.32
7.42,0.32
7.43,0.32
7.44,0.321
7.45,0.321
7.46,0.322
7.47,0.322
7.48,0.322
7.49,0.323
7.5,0.323
7.51,0.323
7.52,0.324
7.53,0.324
7.54,0.324
7.55,0.325
7.56,0.325
7.57,0.325
7.58,0.326
7.59,0.326
7.6,0.326
7.61,0.327
7.62,0.327
7.63,0.327
7.64,0.328
7.65,0.328
7.66,0.328
7.67,0.329
7.68,0.329
7.69,0.329
7.7,0.329
7.71,0.33
7.72,0.33
7.73,0.33
7.74,0.331
7.75,0.331
7.76,0.331
7.77,0.332
7.78,0.332
7.79,0.332
7.8,0.332
7.81,0.333
7.82,0.333
7.83,0.333
7.84,0.334
7.85,0.334
7.86,0.334
7.87,0.334
7.88,0.335
7.89,0.335
7.9,0.335
7.91,0.335
7.92,0.336
7.93,0.336
7.94,0.336
7.95,0.336
7.96,0.337
7.97,0.337
7.98,0.337
7.99,0.337
8,0.338
8.01,0.338
8.02,0.338
8.03,0.338
8.04,0.339
8.05,0.339
8.06,0.339
8.07,0.339
8.08,0.339
8.09,0.34
8.1,0.34
8.11,0.34
8.12,0.34
8.13,0.34
8.14,0.341
8.15,0.341
8.16,0.341
8.17,0.341
8.18,0.342
8.19,0.342
8.2,0.342
8.21,0.342
8.22,0.342
8.23,0.342
8.24,0.343
8.25,0.343
8.26,0.343
8.27,0.343
8.28,0.343
8.29,0.344
8.3,0.344
8.31,0.344
8.32,0.344
8.33,0.344
8.34,0.344
8.35,0.345
8.36,0.345
8.37,0.345
8.38,0.345
8.39,0.345
8.4,0.345
8.41,0.346
8.42,0.346
8.43,0.346
8.44,0.346
8.45,0.346
8.46,0.346
8.47,0.346
8.48,0.347
8.49,0.347
8.5,0.347
8.51,0.347
